TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	18:58:45
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.75231
MAXY	1.75613
MINY	0.09910
XYDATA
0.0000	1.75231
1.0000	1.75613
2.0000	1.74536
3.0000	1.74601
4.0000	1.73822
5.0000	1.74799
6.0000	1.73254
7.0000	1.73381
8.0000	1.73578
9.0000	1.73105
10.0000	1.73239
11.0000	1.72223
12.0000	1.71404
13.0000	1.71789
14.0000	1.72223
15.0000	1.71363
16.0000	1.70647
17.0000	1.70741
18.0000	1.70304
19.0000	1.70035
20.0000	1.70022
21.0000	1.69472
22.0000	1.6852
23.0000	1.69034
24.0000	1.68014
25.0000	1.68
26.0000	1.67322
27.0000	1.66724
28.0000	1.66968
29.0000	1.6614
30.0000	1.65727
31.0000	1.6569
32.0000	1.64524
33.0000	1.64555
34.0000	1.63348
35.0000	1.62668
36.0000	1.62845
37.0000	1.6207
38.0000	1.62589
39.0000	1.61535
40.0000	1.60667
41.0000	1.60893
42.0000	1.60266
43.0000	1.58715
44.0000	1.59129
45.0000	1.58252
46.0000	1.58072
47.0000	1.5698
48.0000	1.56913
49.0000	1.55633
50.0000	1.54471
51.0000	1.54787
52.0000	1.53609
53.0000	1.53314
54.0000	1.52334
55.0000	1.52183
56.0000	1.50934
57.0000	1.50294
58.0000	1.49404
59.0000	1.50202
60.0000	1.48705
61.0000	1.48224
62.0000	1.47171
63.0000	1.45842
64.0000	1.46407
65.0000	1.45114
66.0000	1.44175
67.0000	1.43823
68.0000	1.42777
69.0000	1.42398
70.0000	1.41508
71.0000	1.40114
72.0000	1.40049
73.0000	1.39638
74.0000	1.39255
75.0000	1.38059
76.0000	1.38242
77.0000	1.36409
78.0000	1.35969
79.0000	1.36205
80.0000	1.34993
81.0000	1.33967
82.0000	1.33374
83.0000	1.32391
84.0000	1.32123
85.0000	1.31921
86.0000	1.30938
87.0000	1.30058
88.0000	1.28772
89.0000	1.28878
90.0000	1.27897
91.0000	1.27879
92.0000	1.25878
93.0000	1.25994
94.0000	1.24656
95.0000	1.2433
96.0000	1.23106
97.0000	1.22294
98.0000	1.22029
99.0000	1.20829
100.0000	1.20825
101.0000	1.1997
102.0000	1.19255
103.0000	1.18331
104.0000	1.17985
105.0000	1.16944
106.0000	1.1645
107.0000	1.15803
108.0000	1.14591
109.0000	1.14014
110.0000	1.13325
111.0000	1.1234
112.0000	1.11865
113.0000	1.11106
114.0000	1.1024
115.0000	1.09867
116.0000	1.09344
117.0000	1.08499
118.0000	1.07013
119.0000	1.06987
120.0000	1.05944
121.0000	1.05125
122.0000	1.04262
123.0000	1.03129
124.0000	1.02759
125.0000	1.02221
126.0000	1.01187
127.0000	1.00458
128.0000	0.99958
129.0000	0.9892
130.0000	0.98339
131.0000	0.97506
132.0000	0.97014
133.0000	0.96184
134.0000	0.95506
135.0000	0.94594
136.0000	0.9376
137.0000	0.92826
138.0000	0.92293
139.0000	0.91469
140.0000	0.90963
141.0000	0.89689
142.0000	0.88864
143.0000	0.88251
144.0000	0.87345
145.0000	0.86736
146.0000	0.86016
147.0000	0.85249
148.0000	0.84325
149.0000	0.83378
150.0000	0.83083
151.0000	0.81937
152.0000	0.81355
153.0000	0.80644
154.0000	0.79739
155.0000	0.79204
156.0000	0.78181
157.0000	0.76864
158.0000	0.76776
159.0000	0.75977
160.0000	0.74976
161.0000	0.74057
162.0000	0.73679
163.0000	0.72553
164.0000	0.72323
165.0000	0.71312
166.0000	0.70597
167.0000	0.69608
168.0000	0.68812
169.0000	0.68387
170.0000	0.6733
171.0000	0.66592
172.0000	0.65904
173.0000	0.65111
174.0000	0.63859
175.0000	0.63579
176.0000	0.62713
177.0000	0.62194
178.0000	0.61218
179.0000	0.6072
180.0000	0.59775
181.0000	0.5886
182.0000	0.57973
183.0000	0.57328
184.0000	0.56664
185.0000	0.55925
186.0000	0.55246
187.0000	0.54465
