TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	17:54:47
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.74152
MAXY	1.74538
MINY	0.97321
XYDATA
0.0000	1.74152
1.0000	1.74443
2.0000	1.73375
3.0000	1.74043
4.0000	1.74538
5.0000	1.73802
6.0000	1.73964
7.0000	1.7327
8.0000	1.73594
9.0000	1.73546
10.0000	1.72814
11.0000	1.72526
12.0000	1.72123
13.0000	1.7265
14.0000	1.73277
15.0000	1.72564
16.0000	1.72415
17.0000	1.71338
18.0000	1.71283
19.0000	1.71736
20.0000	1.71603
21.0000	1.71085
22.0000	1.71509
23.0000	1.70923
24.0000	1.71051
25.0000	1.70404
26.0000	1.70823
27.0000	1.70093
28.0000	1.70075
29.0000	1.70372
30.0000	1.69636
31.0000	1.69602
32.0000	1.69063
33.0000	1.69329
34.0000	1.68105
35.0000	1.68407
36.0000	1.67954
37.0000	1.67258
38.0000	1.68012
39.0000	1.68135
40.0000	1.67742
41.0000	1.666
42.0000	1.66168
43.0000	1.66372
44.0000	1.66351
45.0000	1.66471
46.0000	1.65863
47.0000	1.65746
48.0000	1.64881
49.0000	1.65844
50.0000	1.65536
51.0000	1.64337
52.0000	1.63876
53.0000	1.64369
54.0000	1.63918
55.0000	1.62846
56.0000	1.63118
57.0000	1.631
58.0000	1.63531
59.0000	1.62546
60.0000	1.62112
61.0000	1.62568
62.0000	1.62031
63.0000	1.62526
64.0000	1.61286
65.0000	1.60546
66.0000	1.61171
67.0000	1.60532
68.0000	1.60465
69.0000	1.60939
70.0000	1.59547
71.0000	1.59252
72.0000	1.59584
73.0000	1.58792
74.0000	1.59674
75.0000	1.58546
76.0000	1.58409
77.0000	1.5852
78.0000	1.57675
79.0000	1.57276
80.0000	1.58089
81.0000	1.56811
82.0000	1.56111
83.0000	1.57346
84.0000	1.5691
85.0000	1.55658
86.0000	1.55224
87.0000	1.56283
88.0000	1.54891
89.0000	1.55715
90.0000	1.5448
91.0000	1.54387
92.0000	1.54011
93.0000	1.53982
94.0000	1.52949
95.0000	1.53302
96.0000	1.53599
97.0000	1.52886
98.0000	1.52011
99.0000	1.52378
100.0000	1.52712
101.0000	1.52241
102.0000	1.5217
103.0000	1.51184
104.0000	1.51651
105.0000	1.50341
106.0000	1.4991
107.0000	1.50312
108.0000	1.50481
109.0000	1.50641
110.0000	1.49691
111.0000	1.49654
112.0000	1.49181
113.0000	1.48525
114.0000	1.48631
115.0000	1.48268
116.0000	1.47834
117.0000	1.47902
118.0000	1.47441
119.0000	1.47314
120.0000	1.47277
121.0000	1.46409
122.0000	1.46336
123.0000	1.46492
124.0000	1.46088
125.0000	1.45771
126.0000	1.45185
127.0000	1.45247
128.0000	1.44566
129.0000	1.4393
130.0000	1.4466
131.0000	1.43919
132.0000	1.43696
133.0000	1.43559
134.0000	1.42948
135.0000	1.4298
136.0000	1.42492
137.0000	1.4242
138.0000	1.42351
139.0000	1.41836
140.0000	1.41562
141.0000	1.41638
142.0000	1.40621
143.0000	1.39979
144.0000	1.40307
145.0000	1.40268
146.0000	1.3964
147.0000	1.39372
148.0000	1.39503
149.0000	1.3875
150.0000	1.38337
151.0000	1.39002
152.0000	1.38505
153.0000	1.37994
154.0000	1.3749
155.0000	1.36998
156.0000	1.3741
157.0000	1.36488
158.0000	1.36039
159.0000	1.36707
160.0000	1.36018
161.0000	1.36047
162.0000	1.35115
163.0000	1.35424
164.0000	1.35678
165.0000	1.34372
166.0000	1.34849
167.0000	1.33909
168.0000	1.32946
169.0000	1.33597
170.0000	1.33294
171.0000	1.33019
172.0000	1.33022
173.0000	1.32328
174.0000	1.32336
175.0000	1.31857
176.0000	1.31481
177.0000	1.31286
178.0000	1.31324
179.0000	1.30821
180.0000	1.30286
181.0000	1.30126
182.0000	1.29427
183.0000	1.29978
184.0000	1.29368
185.0000	1.28818
186.0000	1.28683
187.0000	1.28061
