TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	16:00:27
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.71907
MAXY	1.71907
MINY	0.50837
XYDATA
0.0000	1.71907
1.0000	1.70909
2.0000	1.71419
3.0000	1.71124
4.0000	1.70498
5.0000	1.70465
6.0000	1.69763
7.0000	1.69437
8.0000	1.69799
9.0000	1.69056
10.0000	1.68403
11.0000	1.68511
12.0000	1.67627
13.0000	1.67288
14.0000	1.67717
15.0000	1.67529
16.0000	1.66704
17.0000	1.67101
18.0000	1.65782
19.0000	1.6641
20.0000	1.65543
21.0000	1.64811
22.0000	1.65291
23.0000	1.65161
24.0000	1.64631
25.0000	1.63635
26.0000	1.62856
27.0000	1.62989
28.0000	1.63013
29.0000	1.62222
30.0000	1.62107
31.0000	1.6105
32.0000	1.61773
33.0000	1.60338
34.0000	1.60951
35.0000	1.59647
36.0000	1.59678
37.0000	1.59965
38.0000	1.5926
39.0000	1.58929
40.0000	1.58719
41.0000	1.58097
42.0000	1.57722
43.0000	1.5728
44.0000	1.5727
45.0000	1.56293
46.0000	1.55933
47.0000	1.55319
48.0000	1.55399
49.0000	1.54542
50.0000	1.54976
51.0000	1.54103
52.0000	1.53838
53.0000	1.5336
54.0000	1.54251
55.0000	1.52952
56.0000	1.52324
57.0000	1.51413
58.0000	1.51268
59.0000	1.51101
60.0000	1.5173
61.0000	1.49694
62.0000	1.49701
63.0000	1.49019
64.0000	1.49071
65.0000	1.48324
66.0000	1.48407
67.0000	1.47431
68.0000	1.47286
69.0000	1.46476
70.0000	1.46226
71.0000	1.46895
72.0000	1.4604
73.0000	1.45497
74.0000	1.44677
75.0000	1.44406
76.0000	1.44034
77.0000	1.43332
78.0000	1.42681
79.0000	1.42842
80.0000	1.42572
81.0000	1.41545
82.0000	1.42436
83.0000	1.41898
84.0000	1.41494
85.0000	1.40919
86.0000	1.40505
87.0000	1.40056
88.0000	1.40065
89.0000	1.39274
90.0000	1.38339
91.0000	1.38885
92.0000	1.39018
93.0000	1.36752
94.0000	1.37414
95.0000	1.36714
96.0000	1.36126
97.0000	1.36305
98.0000	1.35821
99.0000	1.35084
100.0000	1.35284
101.0000	1.34154
102.0000	1.33889
103.0000	1.33397
104.0000	1.32935
105.0000	1.32513
106.0000	1.31761
107.0000	1.32062
108.0000	1.31567
109.0000	1.31029
110.0000	1.30468
111.0000	1.30273
112.0000	1.30157
113.0000	1.2936
114.0000	1.29555
115.0000	1.28373
116.0000	1.28214
117.0000	1.27529
118.0000	1.28004
119.0000	1.27134
120.0000	1.26552
121.0000	1.26557
122.0000	1.25699
123.0000	1.25059
124.0000	1.24835
125.0000	1.24687
126.0000	1.24097
127.0000	1.23514
128.0000	1.23122
129.0000	1.22633
130.0000	1.22166
131.0000	1.21823
132.0000	1.21721
133.0000	1.21047
134.0000	1.208
135.0000	1.20232
136.0000	1.20031
137.0000	1.19523
138.0000	1.19001
139.0000	1.18934
140.0000	1.18233
141.0000	1.17979
142.0000	1.17438
143.0000	1.17448
144.0000	1.16128
145.0000	1.16218
146.0000	1.16052
147.0000	1.15688
148.0000	1.15369
149.0000	1.14293
150.0000	1.14509
151.0000	1.13228
152.0000	1.132
153.0000	1.12956
154.0000	1.1225
155.0000	1.12643
156.0000	1.1186
157.0000	1.10734
158.0000	1.1053
159.0000	1.10202
160.0000	1.09646
161.0000	1.09247
162.0000	1.08904
163.0000	1.08274
164.0000	1.08257
165.0000	1.08216
166.0000	1.07574
167.0000	1.07242
168.0000	1.06553
169.0000	1.06641
170.0000	1.05913
171.0000	1.05128
172.0000	1.05131
173.0000	1.04539
174.0000	1.03881
175.0000	1.03116
176.0000	1.02959
177.0000	1.02485
178.0000	1.02529
179.0000	1.01764
180.0000	1.01513
181.0000	1.01088
182.0000	1.00833
183.0000	1.00358
184.0000	0.99544
185.0000	0.99397
186.0000	0.99217
187.0000	0.98561
