TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	17:32:50
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.78608
MAXY	1.78816
MINY	0.20319
XYDATA
0.0000	1.78608
1.0000	1.78235
2.0000	1.78816
3.0000	1.77866
4.0000	1.7872
5.0000	1.77894
6.0000	1.78218
7.0000	1.77164
8.0000	1.77686
9.0000	1.77519
10.0000	1.78236
11.0000	1.78401
12.0000	1.77795
13.0000	1.7737
14.0000	1.75856
15.0000	1.76873
16.0000	1.76744
17.0000	1.75772
18.0000	1.75539
19.0000	1.75201
20.0000	1.75192
21.0000	1.75556
22.0000	1.75311
23.0000	1.75336
24.0000	1.75809
25.0000	1.73684
26.0000	1.73569
27.0000	1.73883
28.0000	1.73794
29.0000	1.72612
30.0000	1.72551
31.0000	1.72624
32.0000	1.71723
33.0000	1.71442
34.0000	1.71763
35.0000	1.71498
36.0000	1.71269
37.0000	1.69658
38.0000	1.70763
39.0000	1.69417
40.0000	1.69388
41.0000	1.68672
42.0000	1.68127
43.0000	1.68347
44.0000	1.67502
45.0000	1.67091
46.0000	1.66798
47.0000	1.66412
48.0000	1.64814
49.0000	1.66743
50.0000	1.65977
51.0000	1.64892
52.0000	1.63966
53.0000	1.63298
54.0000	1.63505
55.0000	1.62242
56.0000	1.6281
57.0000	1.62503
58.0000	1.61076
59.0000	1.6098
60.0000	1.60919
61.0000	1.60674
62.0000	1.59421
63.0000	1.58829
64.0000	1.58625
65.0000	1.58306
66.0000	1.57794
67.0000	1.57642
68.0000	1.56513
69.0000	1.5628
70.0000	1.56287
71.0000	1.55175
72.0000	1.55751
73.0000	1.53884
74.0000	1.53485
75.0000	1.5276
76.0000	1.5272
77.0000	1.52284
78.0000	1.51564
79.0000	1.51416
80.0000	1.49905
81.0000	1.49472
82.0000	1.49347
83.0000	1.4935
84.0000	1.48424
85.0000	1.47904
86.0000	1.47271
87.0000	1.46454
88.0000	1.46446
89.0000	1.45566
90.0000	1.44991
91.0000	1.44366
92.0000	1.43887
93.0000	1.43759
94.0000	1.43151
95.0000	1.42376
96.0000	1.414
97.0000	1.41094
98.0000	1.40143
99.0000	1.39862
100.0000	1.3901
101.0000	1.3854
102.0000	1.38128
103.0000	1.37196
104.0000	1.37399
105.0000	1.36091
106.0000	1.35577
107.0000	1.35359
108.0000	1.34884
109.0000	1.34855
110.0000	1.33268
111.0000	1.33255
112.0000	1.32201
113.0000	1.31913
114.0000	1.30724
115.0000	1.30777
116.0000	1.30048
117.0000	1.29009
118.0000	1.29224
119.0000	1.2852
120.0000	1.27478
121.0000	1.26799
122.0000	1.2619
123.0000	1.2611
124.0000	1.25135
125.0000	1.2507
126.0000	1.23906
127.0000	1.23706
128.0000	1.22809
129.0000	1.22343
130.0000	1.21201
131.0000	1.20767
132.0000	1.20634
133.0000	1.19379
134.0000	1.19061
135.0000	1.18126
136.0000	1.17922
137.0000	1.17348
138.0000	1.16381
139.0000	1.16475
140.0000	1.1534
141.0000	1.14641
142.0000	1.14457
143.0000	1.13442
144.0000	1.12833
145.0000	1.11619
146.0000	1.11468
147.0000	1.11279
148.0000	1.1014
149.0000	1.091
150.0000	1.08871
151.0000	1.08382
152.0000	1.07913
153.0000	1.07249
154.0000	1.06419
155.0000	1.06242
156.0000	1.0588
157.0000	1.04636
158.0000	1.0398
159.0000	1.03285
160.0000	1.02829
161.0000	1.0279
162.0000	1.0181
163.0000	1.0116
164.0000	1.00562
165.0000	0.99825
166.0000	0.9883
167.0000	0.988
168.0000	0.98117
169.0000	0.97436
170.0000	0.96726
171.0000	0.96005
172.0000	0.95369
173.0000	0.9519
174.0000	0.94321
175.0000	0.93785
176.0000	0.93027
177.0000	0.92798
178.0000	0.9169
179.0000	0.91174
180.0000	0.90679
181.0000	0.89775
182.0000	0.89685
183.0000	0.88703
184.0000	0.88459
185.0000	0.87904
186.0000	0.86728
187.0000	0.86595
