TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	19:54:37
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.80653
MAXY	1.81794
MINY	0.90335
XYDATA
0.0000	1.80653
1.0000	1.81794
2.0000	1.80805
3.0000	1.81026
4.0000	1.8118
5.0000	1.81041
6.0000	1.81471
7.0000	1.80235
8.0000	1.80239
9.0000	1.80154
10.0000	1.80547
11.0000	1.79833
12.0000	1.80701
13.0000	1.80627
14.0000	1.79925
15.0000	1.80911
16.0000	1.80145
17.0000	1.79614
18.0000	1.79313
19.0000	1.79601
20.0000	1.79472
21.0000	1.79503
22.0000	1.79464
23.0000	1.79652
24.0000	1.78908
25.0000	1.79987
26.0000	1.78612
27.0000	1.78108
28.0000	1.78939
29.0000	1.78257
30.0000	1.77814
31.0000	1.78314
32.0000	1.78988
33.0000	1.78119
34.0000	1.78029
35.0000	1.76892
36.0000	1.77414
37.0000	1.76374
38.0000	1.76582
39.0000	1.76819
40.0000	1.76395
41.0000	1.76394
42.0000	1.75657
43.0000	1.75979
44.0000	1.76642
45.0000	1.76817
46.0000	1.76108
47.0000	1.75457
48.0000	1.74533
49.0000	1.74323
50.0000	1.75224
51.0000	1.73771
52.0000	1.7444
53.0000	1.7373
54.0000	1.72948
55.0000	1.73131
56.0000	1.73462
57.0000	1.73534
58.0000	1.7309
59.0000	1.7259
60.0000	1.71854
61.0000	1.72109
62.0000	1.71093
63.0000	1.72386
64.0000	1.7152
65.0000	1.71418
66.0000	1.70781
67.0000	1.70793
68.0000	1.69201
69.0000	1.69434
70.0000	1.69749
71.0000	1.69403
72.0000	1.68054
73.0000	1.68766
74.0000	1.68424
75.0000	1.6785
76.0000	1.67974
77.0000	1.66958
78.0000	1.67285
79.0000	1.67755
80.0000	1.66378
81.0000	1.66156
82.0000	1.65742
83.0000	1.65255
84.0000	1.65021
85.0000	1.65544
86.0000	1.65044
87.0000	1.64373
88.0000	1.63601
89.0000	1.63521
90.0000	1.63155
91.0000	1.63506
92.0000	1.63277
93.0000	1.63181
94.0000	1.62412
95.0000	1.62413
96.0000	1.62268
97.0000	1.61322
98.0000	1.60921
99.0000	1.61544
100.0000	1.60373
101.0000	1.60072
102.0000	1.59879
103.0000	1.5915
104.0000	1.59776
105.0000	1.59275
106.0000	1.5866
107.0000	1.59245
108.0000	1.58424
109.0000	1.57797
110.0000	1.56623
111.0000	1.57643
112.0000	1.56709
113.0000	1.55496
114.0000	1.55886
115.0000	1.55763
116.0000	1.55346
117.0000	1.54752
118.0000	1.55082
119.0000	1.54502
120.0000	1.53592
121.0000	1.54041
122.0000	1.52861
123.0000	1.53228
124.0000	1.52139
125.0000	1.52718
126.0000	1.52254
127.0000	1.51586
128.0000	1.51355
129.0000	1.51198
130.0000	1.50445
131.0000	1.50468
132.0000	1.50305
133.0000	1.49959
134.0000	1.49246
135.0000	1.48876
136.0000	1.48872
137.0000	1.47796
138.0000	1.47163
139.0000	1.47479
140.0000	1.46953
141.0000	1.46182
142.0000	1.45745
143.0000	1.46004
144.0000	1.45228
145.0000	1.45774
146.0000	1.44877
147.0000	1.45197
148.0000	1.43963
149.0000	1.44134
150.0000	1.43763
151.0000	1.43244
152.0000	1.4288
153.0000	1.42393
154.0000	1.4252
155.0000	1.41841
156.0000	1.41953
157.0000	1.40621
158.0000	1.40895
159.0000	1.40403
160.0000	1.40229
161.0000	1.40331
162.0000	1.39019
163.0000	1.38554
164.0000	1.39194
165.0000	1.37636
166.0000	1.38501
167.0000	1.37782
168.0000	1.37197
169.0000	1.37269
170.0000	1.36557
171.0000	1.36723
172.0000	1.35566
173.0000	1.35561
174.0000	1.35388
175.0000	1.34521
176.0000	1.3447
177.0000	1.34499
178.0000	1.33888
179.0000	1.33555
180.0000	1.33533
181.0000	1.32504
182.0000	1.32521
183.0000	1.32485
184.0000	1.31798
185.0000	1.31424
186.0000	1.31229
187.0000	1.31204
