TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	17:05:14
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.75368
MAXY	1.75368
MINY	0.09610
XYDATA
0.0000	1.75368
1.0000	1.74879
2.0000	1.75146
3.0000	1.75012
4.0000	1.74459
5.0000	1.74791
6.0000	1.74782
7.0000	1.73962
8.0000	1.74141
9.0000	1.73878
10.0000	1.73615
11.0000	1.73653
12.0000	1.7308
13.0000	1.72474
14.0000	1.72008
15.0000	1.72084
16.0000	1.71391
17.0000	1.71934
18.0000	1.71801
19.0000	1.70905
20.0000	1.69751
21.0000	1.71019
22.0000	1.70334
23.0000	1.68448
24.0000	1.6918
25.0000	1.69278
26.0000	1.68266
27.0000	1.67835
28.0000	1.67779
29.0000	1.66947
30.0000	1.66367
31.0000	1.67034
32.0000	1.65936
33.0000	1.66281
34.0000	1.66186
35.0000	1.6583
36.0000	1.65724
37.0000	1.65025
38.0000	1.64578
39.0000	1.63876
40.0000	1.63305
41.0000	1.63511
42.0000	1.63153
43.0000	1.62276
44.0000	1.62533
45.0000	1.61477
46.0000	1.60483
47.0000	1.59986
48.0000	1.59754
49.0000	1.58823
50.0000	1.58511
51.0000	1.57673
52.0000	1.57423
53.0000	1.56853
54.0000	1.56175
55.0000	1.56494
56.0000	1.55853
57.0000	1.55421
58.0000	1.54953
59.0000	1.5356
60.0000	1.54385
61.0000	1.52522
62.0000	1.5266
63.0000	1.52216
64.0000	1.52045
65.0000	1.51063
66.0000	1.50634
67.0000	1.50406
68.0000	1.49089
69.0000	1.48482
70.0000	1.48154
71.0000	1.4774
72.0000	1.47489
73.0000	1.46781
74.0000	1.46292
75.0000	1.44432
76.0000	1.44756
77.0000	1.43902
78.0000	1.43626
79.0000	1.42812
80.0000	1.42932
81.0000	1.41871
82.0000	1.41331
83.0000	1.41117
84.0000	1.39726
85.0000	1.3977
86.0000	1.3899
87.0000	1.38887
88.0000	1.37611
89.0000	1.37046
90.0000	1.36931
91.0000	1.36151
92.0000	1.35293
93.0000	1.35369
94.0000	1.34135
95.0000	1.33472
96.0000	1.33384
97.0000	1.32008
98.0000	1.31661
99.0000	1.31008
100.0000	1.3055
101.0000	1.30248
102.0000	1.29328
103.0000	1.29122
104.0000	1.28386
105.0000	1.27663
106.0000	1.26861
107.0000	1.25986
108.0000	1.25974
109.0000	1.24877
110.0000	1.2484
111.0000	1.23682
112.0000	1.23276
113.0000	1.22813
114.0000	1.22287
115.0000	1.20829
116.0000	1.20774
117.0000	1.19563
118.0000	1.19537
119.0000	1.18753
120.0000	1.18288
121.0000	1.17498
122.0000	1.16443
123.0000	1.16073
124.0000	1.15035
125.0000	1.14554
126.0000	1.14664
127.0000	1.13739
128.0000	1.12996
129.0000	1.11789
130.0000	1.11401
131.0000	1.10558
132.0000	1.10443
133.0000	1.09774
134.0000	1.09265
135.0000	1.08526
136.0000	1.07439
137.0000	1.07311
138.0000	1.06526
139.0000	1.05818
140.0000	1.05505
141.0000	1.04828
142.0000	1.03571
143.0000	1.02951
144.0000	1.02177
145.0000	1.01775
146.0000	1.01433
147.0000	1.00994
148.0000	0.99672
149.0000	0.99717
150.0000	0.98652
151.0000	0.97869
152.0000	0.97572
153.0000	0.96641
154.0000	0.96369
155.0000	0.94965
156.0000	0.94948
157.0000	0.94051
158.0000	0.93334
159.0000	0.92753
160.0000	0.91905
161.0000	0.91667
162.0000	0.90955
163.0000	0.90441
164.0000	0.89443
165.0000	0.88946
166.0000	0.88216
167.0000	0.87426
168.0000	0.86639
169.0000	0.86379
170.0000	0.85428
171.0000	0.84912
172.0000	0.84336
173.0000	0.83582
174.0000	0.82833
175.0000	0.8264
176.0000	0.81693
177.0000	0.80997
178.0000	0.80105
179.0000	0.7948
180.0000	0.78893
181.0000	0.78237
182.0000	0.77574
183.0000	0.76882
184.0000	0.76299
185.0000	0.75761
186.0000	0.7494
187.0000	0.74527
