TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/01/18
TIME	16:09:14
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	300.0000
NPOINTS	301
FIRSTY	1.80253
MAXY	1.80253
MINY	0.77393
XYDATA
0.0000	1.80253
1.0000	1.79064
2.0000	1.79463
3.0000	1.79045
4.0000	1.78866
5.0000	1.78256
6.0000	1.77651
7.0000	1.78963
8.0000	1.78222
9.0000	1.77423
10.0000	1.77667
11.0000	1.76941
12.0000	1.76491
13.0000	1.77531
14.0000	1.75521
15.0000	1.75698
16.0000	1.7544
17.0000	1.76062
18.0000	1.75577
19.0000	1.75251
20.0000	1.74642
21.0000	1.74188
22.0000	1.7412
23.0000	1.73333
24.0000	1.74476
25.0000	1.73097
26.0000	1.73557
27.0000	1.71739
28.0000	1.72844
29.0000	1.72533
30.0000	1.71491
31.0000	1.709
32.0000	1.70981
33.0000	1.71233
34.0000	1.71269
35.0000	1.69665
36.0000	1.70319
37.0000	1.69922
38.0000	1.69983
39.0000	1.68639
40.0000	1.6957
41.0000	1.69521
42.0000	1.68383
43.0000	1.67776
44.0000	1.66944
45.0000	1.67658
46.0000	1.67556
47.0000	1.68273
48.0000	1.66418
49.0000	1.66333
50.0000	1.65104
51.0000	1.66101
52.0000	1.65523
53.0000	1.65259
54.0000	1.64662
55.0000	1.65685
56.0000	1.64603
57.0000	1.63682
58.0000	1.63614
59.0000	1.63066
60.0000	1.63177
61.0000	1.62024
62.0000	1.62137
63.0000	1.62457
64.0000	1.61543
65.0000	1.60917
66.0000	1.60894
67.0000	1.60621
68.0000	1.60142
69.0000	1.60437
70.0000	1.59935
71.0000	1.58324
72.0000	1.58843
73.0000	1.58896
74.0000	1.58602
75.0000	1.57882
76.0000	1.58298
77.0000	1.57689
78.0000	1.57079
79.0000	1.5649
80.0000	1.56336
81.0000	1.55713
82.0000	1.55669
83.0000	1.548
84.0000	1.55136
85.0000	1.54003
86.0000	1.53883
87.0000	1.53645
88.0000	1.53137
89.0000	1.53246
90.0000	1.52775
91.0000	1.5217
92.0000	1.52819
93.0000	1.51593
94.0000	1.50994
95.0000	1.51012
96.0000	1.50592
97.0000	1.50797
98.0000	1.51171
99.0000	1.50397
100.0000	1.50153
101.0000	1.4889
102.0000	1.48831
103.0000	1.48414
104.0000	1.48016
105.0000	1.47576
106.0000	1.47509
107.0000	1.46825
108.0000	1.46541
109.0000	1.46249
110.0000	1.45671
111.0000	1.4545
112.0000	1.45886
113.0000	1.44753
114.0000	1.44668
115.0000	1.44203
116.0000	1.44039
117.0000	1.43209
118.0000	1.42759
119.0000	1.42889
120.0000	1.42905
121.0000	1.4225
122.0000	1.42386
123.0000	1.41582
124.0000	1.41159
125.0000	1.41539
126.0000	1.40292
127.0000	1.39738
128.0000	1.39661
129.0000	1.39307
130.0000	1.39462
131.0000	1.38485
132.0000	1.38046
133.0000	1.38252
134.0000	1.37775
135.0000	1.37297
136.0000	1.36634
137.0000	1.36436
138.0000	1.3584
139.0000	1.3606
140.0000	1.35604
141.0000	1.35212
142.0000	1.35025
143.0000	1.34671
144.0000	1.33948
145.0000	1.33622
146.0000	1.33303
147.0000	1.32941
148.0000	1.32647
149.0000	1.32181
150.0000	1.31808
151.0000	1.31482
152.0000	1.31154
153.0000	1.31057
154.0000	1.30415
155.0000	1.30151
156.0000	1.29287
157.0000	1.29096
158.0000	1.2912
159.0000	1.28752
160.0000	1.28675
161.0000	1.27866
162.0000	1.27825
163.0000	1.27129
164.0000	1.26609
165.0000	1.27163
166.0000	1.26723
167.0000	1.26334
168.0000	1.25896
169.0000	1.25501
170.0000	1.24546
171.0000	1.24036
172.0000	1.23999
173.0000	1.23837
174.0000	1.23362
175.0000	1.22716
176.0000	1.22757
177.0000	1.22505
178.0000	1.21909
179.0000	1.21884
180.0000	1.20919
181.0000	1.20759
182.0000	1.2054
183.0000	1.19755
184.0000	1.19722
185.0000	1.19543
186.0000	1.19085
187.0000	1.18924
